scenarioId,groupName,resourceType,componentTitle,fieldKey,editorControl,fieldSemantics,verifiedLayers,outcome,notes
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/fact-sheet,Fact Sheet,downloadFile,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/executive-profile,Executive Profile,photo,text,asset,rendered,PASS,asset resolves: /tut-usa/assets/images/712bb07f92e8e410-ab6axub4tnne08kp1daravr1betyf2r0wbtnqs7zovki-p3w.png
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/board-member-profile,Board Member Profile,photo,text,asset,rendered,PASS,asset resolves: /tut-usa/assets/images/72c3694277f3f041-ab6axuaui9kripju4chbjchw9c9quop6det41nx1ofjtkpmk.png
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/csr-highlight,CSR Highlight,image,text,asset,rendered,PASS,asset resolves: /tut-usa/assets/images/7464465e71ecafd6-ab6axud0ww-2nge0msjvaxbget-4jrep1iblv6rqrultgybn.png
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/impact-story,Impact Story,media,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/news-card,News Card,headline,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-0 headline"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/article-card,Article Card,author,text,reference,ui author-api headless graphql rendered rendered-asset rendered-reference preview publish,PASS,"authored ""/tut-usa/home?ref=reb26-1787514449908-b4-1"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/article-card,Article Card,excerpt,text,scalar,ui author-api headless graphql rendered rendered-asset rendered-reference preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-1 excerpt"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/article-detail,Article Detail,author,text,reference,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""/tut-usa/home?ref=reb26-1787514449908-b4-2"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/article-detail,Article Detail,body,textarea,richtext,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b4-2 rich</em>"" through the textarea control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/article-detail,Article Detail,headline,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-2 headline"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/blog-post,Blog Post,body,textarea,richtext,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b4-3 rich</em>"" through the textarea control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/blog-post,Blog Post,excerpt,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-3 excerpt"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/blog-listing,Blog Listing,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-4 title"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/press-release,Press Release,body,textarea,richtext,ui author-api headless graphql rendered preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b4-5 rich</em>"" through the textarea control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/press-release,Press Release,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-5 headline"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/press-release,Press Release,mediaContact,text,reference,ui author-api headless graphql rendered preview publish,PASS,"authored ""/tut-usa/home?ref=reb26-1787514449908-b4-5"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/feature-list,Feature List,iconStyle,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-6 iconStyle"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/feature-comparison,Feature Comparison,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-7 title"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/story-card,Story Card,category,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-8 category"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/milestone-card,Milestone Card,date,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-9 date"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/roadmap-card,Roadmap Card,quarter,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-10 quarter"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/milestone-timeline,Milestone Timeline,layout,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-11 layout"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/fact-sheet,Fact Sheet,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-12 title"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/executive-profile,Executive Profile,bio,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-13 bio"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/board-member-profile,Board Member Profile,bio,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-14 bio"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/leadership-grid,Leadership Grid,layout,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-15 layout"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/csr-highlight,CSR Highlight,summary,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-16 summary"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/esg-metric,ESG Metric,label,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-17 label"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/impact-story,Impact Story,body,textarea,richtext,ui author-api headless graphql rendered preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b4-18 rich</em>"" through the textarea control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/impact-story,Impact Story,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-18 title"" through the text control"
S2.4,Editorial & Article Content,tut-usa/editorial-article-content/publication-citation,Publication Citation,doi,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b4-19 doi"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,authors,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,file,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,keywords,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,description,textarea,scalar,ui,PASS,control textarea present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,file,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,license,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/methodology-note,Methodology Note,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/methodology-note,Methodology Note,version,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/lab-result-summary,Lab Result Summary,metrics,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/lab-result-summary,Lab Result Summary,summary,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/lab-result-summary,Lab Result Summary,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/compliance-checklist,Compliance Checklist,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/compliance-checklist,Compliance Checklist,reviewDate,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/compliance-checklist,Compliance Checklist,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/risk-indicator,Risk Indicator,description,textarea,scalar,ui,PASS,control textarea present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/risk-indicator,Risk Indicator,owner,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/risk-indicator,Risk Indicator,riskLevel,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,actionsTaken,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,severity,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,summary,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,relatedSystems,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,steps,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,keyLinks,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,metadata,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/quick-links,Quick Links,iconMode,toggle,scalar,ui,PASS,control toggle present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/quick-links,Quick Links,links,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/benchmark-table,Benchmark Table,benchmarks,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/benchmark-table,Benchmark Table,notes,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/benchmark-table,Benchmark Table,title,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,description,textarea,scalar,ui,PASS,control textarea present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,icon,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,url,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reading-progress,Reading Progress,position,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reading-progress,Reading Progress,showPercent,toggle,scalar,ui,PASS,control toggle present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/estimated-read-time,Estimated Read Time,minutes,number,scalar,ui,PASS,control number present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/table-of-contents,Table Of Contents,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/table-of-contents,Table Of Contents,sticky,toggle,scalar,ui,PASS,control toggle present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/footnote-list,Footnote List,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/author-list,Author List,authors,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/revision-notice,Revision Notice,message,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/revision-notice,Revision Notice,revisionDate,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/revision-notice,Revision Notice,version,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/archive-notice,Archive Notice,message,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/archive-notice,Archive Notice,replacementLink,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/content-rating,Content Rating,scale,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/content-rating,Content Rating,submitAction,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/content-rating,Content Rating,thankYouMessage,text,scalar,ui,PASS,control text present
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,authors,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,file,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,keywords,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,file,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/lab-result-summary,Lab Result Summary,metrics,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/compliance-checklist,Compliance Checklist,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,actionsTaken,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,relatedSystems,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,steps,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,keyLinks,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,metadata,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/quick-links,Quick Links,links,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/benchmark-table,Benchmark Table,benchmarks,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,icon,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/table-of-contents,Table Of Contents,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/footnote-list,Footnote List,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/author-list,Author List,authors,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,file,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,file,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,icon,text,asset,rendered,PASS,asset resolves: /tut-usa/assets/images/8afea20155df5a03-ab6axucmnc0ohxalj-7jefqe2ejtuw1ulcu-xltzqnfsa4tb.png
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/research-paper-detail,Research Paper Detail,abstract,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-0 abstract"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/dataset-download,Dataset Download,format,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-1 format"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/methodology-note,Methodology Note,body,textarea,richtext,ui author-api headless graphql rendered preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b5-2 rich</em>"" through the textarea control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/methodology-note,Methodology Note,owner,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-2 owner"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/lab-result-summary,Lab Result Summary,date,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-3 date"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/compliance-checklist,Compliance Checklist,owner,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-4 owner"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/risk-indicator,Risk Indicator,label,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-5 label"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/incident-report,Incident Report,dateTime,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-6 dateTime"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/runbook-section,Runbook Section,owner,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-7 owner"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/knowledge-panel,Knowledge Panel,summary,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-8 summary"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/quick-links,Quick Links,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-9 title"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/benchmark-table,Benchmark Table,comparisonType,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-10 comparisonType"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reference-link-card,Reference Link Card,title,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-11 title"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/reading-progress,Reading Progress,label,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-12 label"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/estimated-read-time,Estimated Read Time,label,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-13 label"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/table-of-contents,Table Of Contents,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-14 title"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/footnote-list,Footnote List,styleVariant,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-15 styleVariant"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/author-list,Author List,displayStyle,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-16 displayStyle"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/revision-notice,Revision Notice,changeLogUrl,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-17 changeLogUrl"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/archive-notice,Archive Notice,archiveDate,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-18 archiveDate"" through the text control"
S2.5,Editorial & Article Content,tut-usa/editorial-article-content/content-rating,Content Rating,question,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b5-19 question"" through the text control"
S2.6,Editorial & Article Content,tut-usa/editorial-article-content/news-card-alt,News Card Alt,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.6,Editorial & Article Content,tut-usa/editorial-article-content/news-card-alt,News Card Alt,description,textarea,scalar,ui,PASS,control textarea present
S2.6,Editorial & Article Content,tut-usa/editorial-article-content/news-card-alt,News Card Alt,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.6,Editorial & Article Content,tut-usa/editorial-article-content/news-card-alt,News Card Alt,title,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/html-embed,HTML Embed,html,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/html-embed,HTML Embed,sandboxMode,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/html-embed,HTML Embed,title,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/carousel,Carousel,autoRotate,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/carousel,Carousel,showControls,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/carousel,Carousel,slides,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/content-slider,Content Slider,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/content-slider,Content Slider,itemsPerView,number,scalar,ui,PASS,control number present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/content-slider,Content Slider,showArrows,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-gallery,Image Gallery,images,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-gallery,Image Gallery,lightbox,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-gallery,Image Gallery,title,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/lightbox-gallery,Lightbox Gallery,downloadAllowed,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/lightbox-gallery,Lightbox Gallery,enableCaptions,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/lightbox-gallery,Lightbox Gallery,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/before-after-image,Before After Image,afterImage,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/before-after-image,Before After Image,beforeImage,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/before-after-image,Before After Image,labelBefore,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-with-caption,Image With Caption,caption,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-with-caption,Image With Caption,credit,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/image-with-caption,Image With Caption,image,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,autoplay,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,posterImage,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,transcript,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,videoUrl,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/audio-player,Audio Player,audioFile,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/audio-player,Audio Player,description,textarea,scalar,ui,PASS,control textarea present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/audio-player,Audio Player,showDownload,toggle,scalar,ui,PASS,control toggle present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/podcast-episode,Podcast Episode,audioFile,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/podcast-episode,Podcast Episode,duration,number,scalar,ui,PASS,control number present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/podcast-episode,Podcast Episode,subscribeLink,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/podcast-episode,Podcast Episode,summary,text,scalar,ui,PASS,control text present
S2.6,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/testimonial-slider,Testimonial Slider,autoRotate,toggle,scalar,ui,PASS,control toggle present
